행정구역,행정구역별(시군구),성별,합계,15세미만,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85세이상
전라남도,영광군,남자,23052,2755,720,901,1110,995,1159,1369,1715,2093,2079,2292,1731,1587,1245,863,438
전라남도,영광군,여자,23586,2701,681,664,920,1076,1085,1198,1386,1626,1846,2126,1854,1861,1830,1651,1081
전라남도,장성군,계,37627,3910,968,1271,1661,1404,1726,2071,2518,3108,3377,3742,2948,2756,2466,2211,1490
전라남도,장성군,남자,18587,2001,497,712,914,724,903,1112,1376,1720,1797,1929,1438,1247,986,778,453
전라남도,장성군,여자,19040,1909,471,559,747,680,823,959,1142,1388,1580,1813,1510,1509,1480,1433,1037
전라남도,완도군,계,44078,4542,1118,1133,1567,1448,2059,2647,2868,3468,3803,4501,3674,3627,3255,2692,1676
전라남도,완도군,남자,22266,2341,595,685,937,799,1102,1515,1663,2001,2033,2192,1832,1725,1406,983,457
전라남도,완도군,여자,21812,2201,523,448,630,649,957,1132,1205,1467,1770,2309,1842,1902,1849,1709,1219
전라남도,진도군,계,27045,2539,655,722,1042,886,1101,1393,1737,2091,2443,2913,2254,2200,2094,1852,1123
전라남도,진도군,남자,13405,1254,343,451,611,455,593,774,990,1206,1325,1482,1130,1063,813,631,284
전라남도,진도군,여자,13640,1285,312,271,431,431,508,619,747,885,1118,1431,1124,1137,1281,1221,839
전라남도,신안군,계,32118,2206,469,605,1011,994,1168,1509,1882,2527,3235,3828,3150,2916,2813,2376,1429
전라남도,신안군,남자,16880,1120,236,370,618,595,737,966,1211,1574,1861,2101,1640,1473,1182,821,375
전라남도,신안군,여자,15238,1086,233,235,393,399,431,543,671,953,1374,1727,1510,1443,1631,1555,1054
경상북도,경상북도,계,2477239,284499,91218,115211,130844,124209,148434,171895,189606,218044,217639,232450,182165,133466,99925,81741,55893
경상북도,경상북도,남자,1239470,146930,47485,62386,73615,67421,76875,88898,97276,111481,111343,116270,88385,63387,41792,29586,16340
경상북도,경상북도,여자,1237769,137569,43733,52825,57229,56788,71559,82997,92330,106563,106296,116180,93780,70079,58133,52155,39553
경상북도,포항시,남자,239913,31144,9960,11115,14893,13528,15953,18362,18993,22113,21497,22258,17374,11094,6350,3683,1596
경상북도,포항시,여자,237054,28901,9072,9236,11325,11301,15194,17872,19175,21891,21769,23742,17874,11497,8084,5998,4123
경상북도,남구,남자,111771,13898,4497,5144,7158,6227,7255,8751,9022,10695,9995,10305,8231,5243,3049,1653,648
경상북도,남구,여자,106027,12897,4049,3923,5100,4888,6720,7992,8627,9699,9537,10829,8339,5382,3631,2627,1787
경상북도,북구,남자,128142,17246,5463,5971,7735,7301,8698,9611,9971,11418,11502,11953,9143,5851,3301,2030,948
경상북도,북구,여자,131027,16004,5023,5313,6225,6413,8474,9880,10548,12192,12232,12913,9535,6115,4453,3371,2336
경상북도,경주시,계,239573,24706,8942,12631,12253,11341,12799,15551,18599,22167,22356,23020,18210,13771,10174,7798,5255
경상북도,경주시,남자,119436,12675,4753,6778,6980,6174,6614,8128,9465,11240,11486,11535,8703,6422,4302,2693,1488
경상북도,경주시,여자,120137,12031,4189,5853,5273,5167,6185,7423,9134,10927,10870,11485,9507,7349,5872,5105,3767
경상북도,김천시,계,129707,15276,4306,5556,6490,6386,7631,8752,9360,11079,11263,12281,10069,7325,5508,4890,3535
경상북도,김천시,남자,64228,7919,2150,2928,3620,3427,3867,4600,4828,5679,5801,6150,4773,3423,2240,1748,1075
경상북도,김천시,여자,65479,7357,2156,2628,2870,2959,3764,4152,4532,5400,5462,6131,5296,3902,3268,3142,2460
경상북도,안동시,계,149226,16272,5894,7493,7809,6808,7825,9492,11162,12652,12171,14231,11605,8728,7184,5840,4060
경상북도,안동시,남자,73630,8469,3035,3876,4274,3612,3958,4780,5795,6541,6151,7046,5445,4179,3028,2203,1238
경상북도,안동시,여자,75596,7803,2859,3617,3535,3196,3867,4712,5367,6111,6020,7185,6160,4549,4156,3637,2822
경상북도,구미시,계,396694,61289,18276,21584,27418,28172,34000,35925,35031,36962,31480,26391,16024,9501,6407,4927,3307
경상북도,구미시,남자,202634,31673,9389,12031,15093,15233,17724,18356,17085,18203,16391,13660,8059,4533,2607,1672,925
경상북도,구미시,여자,194060,29616,8887,9553,12325,12939,16276,17569,17946,18759,15089,12731,7965,4968,3800,3255,2382
경상북도,영주시,계,95814,9711,3349,4236,4106,3489,4289,5749,7154,8352,8312,10065,8572,6387,4998,4225,2820
경상북도,영주시,남자,47291,4981,1776,2281,2364,1918,2202,2921,3661,4334,4177,4935,4037,3059,2125,1643,877
경상북도,영주시,여자,48523,4730,1573,1955,1742,1571,2087,2828,3493,4018,4135,5130,4535,3328,2873,2582,1943
경상북도,영천시,계,93566,8436,2596,3711,4456,4125,4584,5112,6446,8050,8686,9964,8311,6888,5210,4183,2808
경상북도,영천시,남자,46818,4380,1346,2167,2520,2218,2461,2728,3464,4233,4453,5046,4013,3330,2141,1494,824
경상북도,영천시,여자,46748,4056,1250,1544,1936,1907,2123,2384,2982,3817,4233,4918,4298,3558,3069,2689,1984
경상북도,상주시,계,88861,8030,2755,3421,3228,2980,3733,4521,5807,7173,8208,9972,8353,6646,5289,5057,3688
경상북도,상주시,남자,43572,4189,1470,2021,1864,1576,1983,2346,3036,3826,4235,5017,3974,3114,2139,1740,1042
경상북도,상주시,여자,45289,3841,1285,1400,1364,1404,1750,2175,2771,3347,3973,4955,4379,3532,3150,3317,2646
경상북도,문경시,계,64579,6090,2043,2107,2381,2234,2902,3535,4496,5198,5882,7164,6133,4822,3891,3390,2311
경상북도,문경시,남자,31511,3161,1085,1132,1305,1193,1501,1859,2397,2725,2989,3532,2943,2252,1587,1242,608
경상북도,문경시,여자,33068,2929,958,975,1076,1041,1401,1676,2099,2473,2893,3632,3190,2570,2304,2148,1703
경상북도,경산시,계,264626,30760,10919,20127,18556,15671,17067,19302,21306,23420,21620,21081,15578,11596,7979,5936,3708
경상북도,경산시,남자,132250,15729,5591,10009,10477,8556,8922,9952,10765,11532,10803,10405,7379,5279,3462,2213,1176
경상북도,경산시,여자,132376,15031,5328,10118,8079,7115,8145,9350,10541,11888,10817,10676,8199,6317,4517,3723,2532
경상북도,군위군,계,20338,996,343,494,626,519,588,758,994,1492,2127,2641,2437,2044,1691,1508,1080
경상북도,군위군,남자,10276,532,190,292,380,315,305,442,570,824,1166,1388,1258,998,731,548,337
경상북도,군위군,여자,10062,464,153,202,246,204,283,316,424,668,961,1253,1179,1046,960,960,743
경상북도,의성군,계,45994,2680,765,999,1338,1341,1450,1712,2196,3158,4385,5936,5494,4529,3919,3556,2536
경상북도,의성군,남자,22336,1403,407,588,747,761,778,956,1276,1720,2255,3012,2671,2092,1616,1288,766
경상북도,의성군,여자,23658,1277,358,411,591,580,672,756,920,1438,2130,2924,2823,2437,2303,2268,1770
경상북도,청송군,계,22539,1415,382,517,736,690,784,914,1205,1814,2377,2875,2504,2058,1746,1513,1009
경상북도,청송군,남자,11198,744,184,280,460,424,420,521,687,995,1237,1436,1217,1004,700,550,339
경상북도,청송군,여자,11341,671,198,237,276,266,364,393,518,819,1140,1439,1287,1054,1046,963,670
경상북도,영양군,계,15040,1086,325,307,456,450,517,643,848,1200,1453,1855,1610,1262,1225,1099,704
경상북도,영양군,남자,7477,569,165,177,259,232,276,380,496,704,773,933,821,595,495,410,192
경상북도,영양군,여자,7563,517,160,130,197,218,241,263,352,496,680,922,789,667,730,689,512
경상북도,영덕군,계,32234,2350,772,650,1018,905,1191,1473,1873,2519,2979,3701,3370,2879,2651,2335,1568
경상북도,영덕군,남자,15225,1181,387,389,586,495,604,768,1054,1410,1530,1784,1576,1288,973,774,426
경상북도,영덕군,여자,17009,1169,385,261,432,410,587,705,819,1109,1449,1917,1794,1591,1678,1561,1142
경상북도,포항시,남자,239913,31144,9960,11115,14893,13528,15953,18362,18993,22113,21497,22258,17374,11094,6350,3683,1596
경상북도,포항시,여자,237054,28901,9072,9236,11325,11301,15194,17872,19175,21891,21769,23742,17874,11497,8084,5998,4123
경상북도,남구,남자,111771,13898,4497,5144,7158,6227,7255,8751,9022,10695,9995,10305,8231,5243,3049,1653,648
경상북도,남구,여자,106027,12897,4049,3923,5100,4888,6720,7992,8627,9699,9537,10829,8339,5382,3631,2627,1787
경상북도,북구,남자,128142,17246,5463,5971,7735,7301,8698,9611,9971,11418,11502,11953,9143,5851,3301,2030,948
경상북도,북구,여자,131027,16004,5023,5313,6225,6413,8474,9880,10548,12192,12232,12913,9535,6115,4453,3371,2336
경상북도,성주군,계,37782,2682,821,1080,1477,1371,1505,1766,2221,3117,4056,4886,3982,3201,2234,1884,1499
경상북도,성주군,남자,19221,1379,447,631,869,753,795,1050,1266,1679,2129,2553,1992,1551,981,747,399
경상북도,성주군,여자,18561,1303,374,449,608,618,710,716,955,1438,1927,2333,1990,1650,1253,1137,1100
경상북도,칠곡군,계,106904,14424,4533,4677,5377,5749,7833,9591,10131,10118,8891,8190,5760,4088,3142,2592,1808
경상북도,칠곡군,남자,54865,7420,2420,2650,2954,3104,4116,5022,5358,5308,4766,4290,2790,1967,1216,902,582
경상북도,칠곡군,여자,52039,7004,2113,2027,2423,2645,3717,4569,4773,4810,4125,3900,2970,2121,1926,1690,1226
경상북도,예천군,계,52121,6835,1545,1306,1837,2257,2884,3507,3419,3579,3970,4940,4442,3532,2982,2869,2217
경상북도,예천군,남자,25427,3487,807,710,980,1136,1413,1779,1895,1918,1992,2499,2181,1653,1266,1079,632
경상북도,예천군,여자,26694,3348,738,596,857,1121,1471,1728,1524,1661,1978,2441,2261,1879,1716,1790,1585
경상북도,봉화군,계,27897,1986,537,565,745,704,929,1191,1606,2211,2934,3637,3076,2427,2014,1908,1427
경상북도,봉화군,남자,13908,1025,276,331,428,398,469,672,938,1186,1548,1865,1594,1176,832,702,468
경상북도,봉화군,여자,13989,961,261,234,317,306,460,519,668,1025,1386,1772,1482,1251,1182,1206,959
경상북도,울진군,계,43694,4324,1281,1238,1887,1900,2017,2634,3035,3768,4010,4649,3650,2749,2571,2258,1723
경상북도,울진군,남자,21907,2262,685,759,1132,1085,1054,1378,1700,2061,2177,2350,1758,1308,1034,749,415
경상북도,울진군,여자,21787,2062,596,479,755,815,963,1256,1335,1707,1833,2299,1892,1441,1537,1509,1308
경상북도,울릉군,계,7872,600,156,221,391,337,411,504,605,782,832,937,678,551,404,275,188
경상북도,울릉군,남자,4279,299,73,136,257,203,236,309,367,473,468,487,352,268,176,109,66
경상북도,울릉군,여자,3593,301,83,85,134,134,175,195,238,309,364,450,326,283,228,166,122
경상남도,경상남도,계,3136673,409888,131838,143741,172973,165388,207433,248232,261268,291479,266367,274342,198917,139142,99465,76383,49817
경상남도,경상남도,남자,1569359,211109,68664,77685,94981,86882,106526,127108,133150,146674,135477,136585,96903,65279,41579,27059,13698
경상남도,경상남도,여자,1567314,198779,63174,66056,77992,78506,100907,121124,128118,144805,130890,137757,102014,73863,57886,49324,36119
경상남도,진주시,계,335545,43935,15241,20024,21777,18717,21392,24845,27200,29996,26179,27759,20150,14617,10649,7866,5198
경상남도,진주시,남자,165484,22842,7994,10335,12001,9911,10641,12293,13529,14726,12977,13365,9541,6658,4499,2814,1358
경상남도,진주시,여자,170061,21093,7247,9689,9776,8806,10751,12552,13671,15270,13202,14394,10609,7959,6150,5052,3840
경상남도,통영시,계,118147,15338,4832,3902,4601,4872,7385,9856,10164,10790,10101,11657,8883,6511,4411,3047,1797
경상남도,통영시,남자,59075,7735,2561,2219,2482,2478,3757,5163,5464,5673,5074,5626,4309,3116,1873,1036,509
경상남도,통영시,여자,59072,7603,2271,1683,2119,2394,3628,4693,4700,5117,5027,6031,4574,3395,2538,2011,1288
경상남도,사천시,계,102566,12835,3782,3620,4809,4764,6189,8096,8590,9111,8201,9112,7312,5809,4453,3504,2379
경상남도,사천시,남자,51398,6616,1938,2176,2870,2620,3248,4149,4574,4805,4291,4385,3477,2631,1764,1238,616
경상남도,사천시,여자,51168,6219,1844,1444,1939,2144,2941,3947,4016,4306,3910,4727,3835,3178,2689,2266,1763
경상남도,김해시,계,513037,75842,25906,27566,31369,29185,36526,44984,48810,52640,42982,37005,23351,15334,10399,7062,4076
경상남도,김해시,남자,257484,38791,13457,14467,16845,15149,18516,22455,23851,26246,22244,19008,11536,6992,4354,2442,1131
경상남도,김해시,여자,255553,37051,12449,13099,14524,14036,18010,22529,24959,26394,20738,17997,11815,8342,6045,4620,2945
경상남도,밀양시,계,95600,8699,3058,3308,4052,3575,4455,5547,6230,7921,9129,11214,9422,6955,5163,4140,2732
경상남도,밀양시,남자,46704,4467,1590,1830,2350,1914,2281,2894,3293,3995,4500,5500,4573,3226,2145,1369,777
경상남도,밀양시,여자,48896,4232,1468,1478,1702,1661,2174,2653,2937,3926,4629,5714,4849,3729,3018,2771,1955
경상남도,거제시,계,229908,39145,10629,8482,9900,12153,20561,23456,22713,21663,17216,16930,11054,6687,4212,2960,2147
경상남도,거제시,남자,119758,20256,5499,4797,5369,6148,10747,12726,12164,11746,9183,8672,5603,3408,1826,1055,559
경상남도,거제시,여자,110150,18889,5130,3685,4531,6005,9814,10730,10549,9917,8033,8258,5451,3279,2386,1905,1588
경상남도,양산시,계,337160,50566,14561,15063,19832,20640,26007,30229,29006,30451,26719,26111,18164,12313,8547,5731,3220
경상남도,양산시,남자,167333,25857,7303,7708,10373,10490,13296,15300,14652,14787,13547,12819,8595,5682,3719,2159,1046
경상남도,양산시,여자,169827,24709,7258,7355,9459,10150,12711,14929,14354,15664,13172,13292,9569,6631,4828,3572,2174
경상남도,창원시,계,985382,127625,41868,49349,61977,58292,68362,79743,81611,93050,86909,86280,60489,38707,24609,16623,9888
경상남도,창원시,남자,496344,65848,22003,26805,34249,31033,35530,40763,41001,45224,43237,42700,29491,18419,10891,6284,2866
경상남도,창원시,여자,489038,61777,19865,22544,27728,27259,32832,38980,40610,47826,43672,43580,30998,20288,13718,10339,7022
경상남도,의창구,계,208276,26797,8176,11083,14134,12837,14848,16320,16651,20361,19666,18625,12248,7221,4402,3039,1868
경상남도,의창구,남자,105421,13748,4335,5945,7852,6832,7758,8445,8353,9626,9847,9432,6069,3586,1956,1097,540
경상남도,의창구,여자,102855,13049,3841,5138,6282,6005,7090,7875,8298,10735,9819,9193,6179,3635,2446,1942,1328
경상남도,성산구,계,240607,30533,11548,13320,18427,16801,16462,18647,21032,26150,24302,20346,10679,5710,3112,2085,1453
경상남도,성산구,남자,121828,15803,6123,7230,10150,9097,8500,9170,9758,12104,12126,10805,5557,2908,1416,719,362
경상남도,성산구,여자,118779,14730,5425,6090,8277,7704,7962,9477,11274,14046,12176,9541,5122,2802,1696,1366,1091
경상남도,마산합포구,계,171651,20170,5911,8260,9223,9161,11614,13112,12320,14281,13920,16563,13642,9732,6546,4501,2695
경상남도,마산합포구,남자,85037,10388,3066,4516,5047,4826,6100,6952,6403,7045,6794,7720,6350,4507,2839,1691,793
경상남도,마산합포구,여자,86614,9782,2845,3744,4176,4335,5514,6160,5917,7236,7126,8843,7292,5225,3707,2810,1902
경상남도,마산회원구,계,179106,20697,7753,8598,10292,9017,10908,13790,14690,16862,15969,16939,13331,9086,5684,3625,1865
경상남도,마산회원구,남자,89254,10732,4010,4567,5602,4804,5665,7032,7464,8303,7882,8079,6361,4167,2574,1454,558
경상남도,마산회원구,여자,89852,9965,3743,4031,4690,4213,5243,6758,7226,8559,8087,8860,6970,4919,3110,2171,1307
경상남도,진해구,계,185742,29428,8480,8088,9901,10476,14530,17874,16918,15396,13052,13807,10589,6958,4865,3373,2007
경상남도,진해구,남자,94804,15177,4469,4547,5598,5474,7507,9164,9023,8146,6588,6664,5154,3251,2106,1323,613
경상남도,진해구,여자,90938,14251,4011,3541,4303,5002,7023,8710,7895,7250,6464,7143,5435,3707,2759,2050,1394
경상남도,의령군,계,23626,1627,521,635,808,711,835,1030,1373,1887,2196,2910,2495,1881,1707,1699,1311
경상남도,의령군,남자,11555,842,296,376,457,384,440,558,764,1059,1170,1542,1274,872,622,563,336
경상남도,의령군,여자,12071,785,225,259,351,327,395,472,609,828,1026,1368,1221,1009,1085,1136,975
경상남도,함안군,계,57679,6476,2168,2078,2274,2117,2850,3910,4469,5077,5115,6058,4840,3539,2663,2438,1607
경상남도,함안군,남자,29136,3297,1201,1176,1337,1111,1420,2024,2436,2795,2700,3183,2430,1746,1032,803,445
경상남도,함안군,여자,28543,3179,967,902,937,1006,1430,1886,2033,2282,2415,2875,2410,1793,1631,1635,1162
경상남도,창녕군,계,54599,4726,1360,1653,2015,2071,2448,2984,3340,4471,5291,6501,5354,4128,3341,2992,1924
경상남도,창녕군,남자,26965,2515,687,928,1151,1141,1281,1637,1855,2447,2688,3240,2600,1951,1326,1011,507
경상남도,창녕군,여자,27634,2211,673,725,864,930,1167,1347,1485,2024,2603,3261,2754,2177,2015,1981,1417
경상남도,고성군,계,45562,4081,1310,1316,1561,1376,1970,2554,3010,4011,4186,5095,4380,3567,2824,2460,1861
경상남도,고성군,남자,22525,2125,653,795,882,773,1044,1388,1638,2184,2173,2554,2113,1709,1151,854,489
경상남도,고성군,여자,23037,1956,657,521,679,603,926,1166,1372,1827,2013,2541,2267,1858,1673,1606,1372
경상남도,남해군,계,38444,2643,930,997,1186,985,1199,1651,2400,3137,3591,4471,3778,3492,2882,2803,2299
경상남도,남해군,남자,18504,1392,491,649,712,523,614,865,1287,1737,1856,2208,1804,1646,1168,987,565
경상남도,남해군,여자,19940,1251,439,348,474,462,585,786,1113,1400,1735,2263,1974,1846,1714,1816,1734
경상남도,하동군,계,38757,2806,956,981,1199,1127,1240,1641,2461,3474,3761,4770,3881,3208,2745,2527,1980
경상남도,하동군,남자,19109,1481,514,602,688,632,653,888,1344,1925,1963,2468,1939,1507,1102,877,526
경상남도,하동군,여자,19648,1325,442,379,511,495,587,753,1117,1549,1798,2302,1942,1701,1643,1650,1454
경상남도,산청군,계,30836,2102,658,755,921,847,974,1314,1755,2698,3063,3876,3368,2578,2274,2148,1505
경상남도,산청군,남자,15125,1111,345,444,523,451,513,707,955,1459,1642,1987,1725,1268,878,727,390
경상남도,산청군,여자,15711,991,313,311,398,396,461,607,800,1239,1421,1889,1643,1310,1396,1421,1115
경상남도,함양군,계,35021,2917,1033,920,1176,989,1308,1646,2215,3126,3269,3945,3348,2754,2416,2366,1593
경상남도,함양군,남자,16881,1494,545,532,652,519,642,845,1237,1670,1750,1977,1649,1242,916,831,380
경상남도,함양군,여자,18140,1423,488,388,524,470,666,801,978,1456,1519,1968,1699,1512,1500,1535,1213
경상남도,거창군,계,56135,6053,2214,2098,2303,2012,2551,3157,3887,4949,4893,5720,4595,3571,3054,2931,2147
경상남도,거창군,남자,27335,3144,1159,1282,1319,1087,1256,1587,1958,2540,2549,2828,2232,1611,1158,993,632
경상남도,거창군,여자,28800,2909,1055,816,984,925,1295,1570,1929,2409,2344,2892,2363,1960,1896,1938,1515
경상남도,합천군,계,38669,2472,811,994,1213,955,1181,1589,2034,3027,3566,4928,4053,3491,3116,3086,2153
경상남도,합천군,남자,18644,1296,428,564,721,518,647,866,1148,1656,1933,2523,2012,1595,1155,1016,566
경상남도,합천군,여자,20025,1176,383,430,492,437,534,723,886,1371,1633,2405,2041,1896,1961,2070,1587
제주특별자치도,제주특별자치도,계,637155,93130,29825,30130,39320,35302,43944,51774,55087,57853,51062,46889,33376,24644,19342,14594,10883
제주특별자치도,제주특별자치도,남자,317008,47994,15604,14837,20356,17703,21793,25977,28384,29779,26313,23453,16210,11576,8514,5561,2954
제주특별자치도,제주특별자치도,여자,320147,45136,14221,15293,18964,17599,22151,25797,26703,28074,24749,23436,17166,13068,10828,9033,7929
제주특별자치도,제주시,계,468227,70117,23011,23694,30679,27237,33355,38588,40700,42440,36742,32849,22898,16436,12826,9522,7133
제주특별자치도,제주시,남자,232633,36138,11990,11585,15803,13706,16613,19319,20668,21568,18823,16420,11113,7681,5642,3633,1931
제주특별자치도,제주시,여자,235594,33979,11021,12109,14876,13531,16742,19269,20032,20872,17919,16429,11785,8755,7184,5889,5202
제주특별자치도,서귀포시,계,168928,23013,6814,6436,8641,8065,10589,13186,14387,15413,14320,14040,10478,8208,6516,5072,3750
제주특별자치도,서귀포시,남자,84375,11856,3614,3252,4553,3997,5180,6658,7716,8211,7490,7033,5097,3895,2872,1928,1023
제주특별자치도,서귀포시,여자,84553,11157,3200,3184,4088,4068,5409,6528,6671,7202,6830,7007,5381,4313,3644,3144,2727
